polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
15941        24972.542        24967.163        25560.341       -4.250e-01
15942        24972.402        24967.024        25560.192       -3.875e-01
15943        24969.392        24964.016        25556.974       -1.077e-02
15944        24973.586        24968.207        25561.458       -7.625e-01
15945        24971.157        24965.780        25558.862       -1.313e-01
15946        24972.594        24967.216        25560.397       -4.396e-01
15947        24969.001        24963.625        25556.556       -2.258e-02
15948        24973.347        24967.969        25561.203       -6.766e-01
15949        24971.157        24965.781        25558.862       -1.314e-01
15950        24972.280        24966.902        25560.062       -3.562e-01
15951        24969.751        24964.375        25557.358       -1.222e-02
15952        24971.412        24966.035        25559.134       -1.723e-01
15953        24970.360        24964.983        25558.009       -4.162e-02
15954        24972.473        24967.095        25560.268       -4.063e-01
15955        24968.930        24963.554        25556.480       -2.625e-02
15956        24970.807        24965.430        25558.488       -8.484e-02
15957        24970.661        24965.284        25558.331       -6.868e-02
15958        24972.238        24966.860        25560.018       -3.459e-01
15959        24968.909        24963.534        25556.458       -2.736e-02
15960        24972.529        24967.151        25560.328       -4.216e-01
15961        24970.197        24964.820        25557.835       -3.042e-02
15962        24972.306        24966.928        25560.089       -3.627e-01
15963        24970.081        24964.705        25557.712       -2.400e-02
15964        24973.296        24967.916        25561.147       -6.587e-01
15965        24970.200        24964.825        25557.839       -3.067e-02
15966        24971.798        24966.421        25559.547       -2.456e-01
15967        24970.129        24964.753        25557.763       -2.651e-02
15968        24973.856        24968.476        25561.746       -8.657e-01
15969        24968.774        24963.399        25556.313       -3.583e-02
15970        24972.290        24966.913        25560.073       -3.587e-01
15971        24969.095        24963.720        25556.657       -1.845e-02
15972        24973.587        24968.208        25561.459       -7.629e-01
15973        24968.763        24963.388        25556.302       -3.661e-02
15974        24975.783        24970.403        25563.807       -1.798e+00
15975        24969.070        24963.695        25556.630       -1.946e-02
15976        24972.588        24967.210        25560.391       -4.379e-01
15977        24968.715        24963.340        25556.250       -4.007e-02
15978        24974.847        24969.467        25562.806       -1.303e+00
15979        24969.072        24963.697        25556.632       -1.937e-02
15980        24972.649        24967.270        25560.456       -4.550e-01
15981        24968.685        24963.311        25556.219       -4.228e-02
15982        24973.876        24968.497        25561.768       -8.740e-01
15983        24968.900        24963.525        25556.448       -2.790e-02
15984        24972.649        24967.270        25560.456       -4.550e-01
15985        24970.049        24964.673        25557.677       -2.240e-02
15986        24973.509        24968.130        25561.376       -7.344e-01
15987        24968.900        24963.525        25556.448       -2.790e-02
15988        24972.487        24967.108        25560.283       -4.100e-01
15989        24970.372        24964.995        25558.021       -4.252e-02
15990        24973.509        24968.130        25561.376       -7.344e-01
15991        24968.900        24963.525        25556.448       -2.790e-02
15992        24972.487        24967.108        25560.283       -4.100e-01
15993        24968.472        24963.097        25555.991       -6.074e-02
15994        24973.765        24968.386        25561.650       -8.305e-01
15995        24967.892        24962.518        25555.372       -1.318e-01
15996        24972.182        24966.805        25559.957       -3.320e-01
15997        24968.203        24962.827        25555.702       -9.010e-02
15998        24973.354        24967.975        25561.210       -6.788e-01
15999        24967.877        24962.503        25555.355       -1.342e-01
16000        24971.242        24965.865        25558.952       -1.443e-01
16001        24969.314        24963.938        25556.891       -1.201e-02
16002        24971.071        24965.694        25558.769       -1.188e-01
16003        24967.877        24962.503        25555.355       -1.342e-01
16004        24972.213        24966.835        25559.990       -3.394e-01
16005        24970.169        24964.794        25557.805       -2.878e-02
16006        24971.055        24965.678        25558.752       -1.166e-01
16007        24968.417        24963.043        25555.933       -6.614e-02
16008        24971.801        24966.424        25559.549       -2.461e-01
16009        24969.853        24964.478        25557.468       -1.480e-02
16010        24971.195        24965.819        25558.901       -1.369e-01
16011        24967.377        24962.004        25554.821       -2.209e-01
16012        24971.801        24966.424        25559.549       -2.461e-01
16013        24970.626        24965.250        25558.293       -6.510e-02
16014        24971.286        24965.909        25558.999       -1.513e-01
16015        24967.455        24962.081        25554.904       -2.060e-01
16016        24971.329        24965.951        25559.044       -1.582e-01
16017        24970.277        24964.901        25557.920       -3.562e-02
16018        24971.258        24965.881        25558.969       -1.469e-01
16019        24965.168        24959.796        25552.459       -8.778e-01
