polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  171   24300.29313253   24768.40187599
  172   24302.41966324   24764.77877909
  173   24114.31178983   24774.44905980
  174   24146.41153110   24776.85102736
  175   24389.10843614   24770.20746987
  176   24119.86491608   24772.21554003
  177   24392.92552259   24764.91911190
  178   24290.87358186   24775.57189686
  179   24367.05469847   24764.80118032
  180   24211.85986284   24777.78136599
  181   24396.67485745   24762.25601864
  182   24136.97082661   24772.41704941
  183   24009.61926782   24779.16612682
  184   24239.39568216   24770.12874026
  185   24228.09616761   24771.65910272
  186   24285.21167028   24770.55312845
  187   24249.72194639   24766.42483037
  188   24414.24552894   24764.80831721
  189   24170.85007293   24772.47790965
  190   24104.85622379   24775.95302732
  191   24270.66760679   24777.30412272
  192   24193.48594665   24777.19701206
  193   24138.49483464   24777.60944626
  194   24306.90575527   24764.26813819
  195   24312.16617006   24768.11306366
  196   24312.04588007   24770.42226647
  197   23950.35160790   24789.72237517
  198   24073.85846860   24771.68970321
  199   24302.67280572   24769.86411804
  200   24222.34122249   24777.78691351
  201   24356.70188930   24769.26149696
  202   24391.49374096   24762.68839652
  203   24246.15093506   24778.25111125
  204   24342.01857535   24769.84728932
  205   24353.64474633   24760.55893541
  206   24417.81693243   24765.56374497
  207   24368.08068287   24771.30785856
  208   24299.85445737   24768.46742177
  209   24249.78135353   24768.16688197
  210   24427.34444835   24760.29414003
  211   24261.84780651   24779.04303777
  212   24345.89031808   24766.17553529
  213   24405.22978923   24761.17059721
  214   24422.50435399   24763.24155391
  215   24244.55574871   24777.10247410
  216   24375.69038707   24763.37054733
  217   24434.52748011   24759.30118097
  218   24354.38495478   24765.41315319
  219   24104.23385529   24779.49679182
  220   24274.27004947   24779.40868091
  221   24384.57520630   24770.21779966
  222   24428.36090814   24760.79621322
  223   24389.72675610   24765.73877982
  224   24263.60596804   24772.72733053
  225   24410.16027621   24763.36719067
  226   24181.70513779   24781.81005448
  227   24426.32526860   24761.61345622
  228   24323.26564716   24772.86729042
  229   24434.52463396   24758.96646209
  230   24340.12714391   24767.50873920
  231   24235.56173426   24768.52657594
  232   24339.09622286   24768.35127184
  233   24300.64909080   24769.10792340
  234   24434.95752512   24758.42030412
  235   24151.00862525   24778.59072166
  236   24179.10288643   24773.98840673
  237   24391.93691214   24764.83440662
  238   24139.51280335   24770.67240583
  239   24359.67237738   24769.95572283
  240   24336.43163109   24774.89869681
  241   24163.01762284   24773.63203639
  242   24201.69954359   24774.55558852
  243   24296.99932956   24766.38783554
  244   24291.43815403   24775.42342982
  245   24200.25621463   24777.65098991
  246   24387.38010876   24771.17052550
  247   24109.64233846   24782.25427161
  248   24219.30676696   24774.42255655
  249   24361.32289803   24770.05667016
  250   24343.84496073   24761.84440750
  251   24277.95380097   24777.41168620
  252   24367.56705167   24766.19306570
  253   24136.99733711   24775.33593848
  254   24268.58523866   24771.79451536
  255   24084.74852516   24774.48692620
  256   24436.87339547   24757.07594499
  257   24215.79463421   24771.67457652
  258   24425.54164951   24758.55496980
  259   24313.53518225   24767.44041091
  260   24421.81182685   24767.94844790
  261   24212.53143167   24772.97076785
  262   24269.19017715   24771.91356698
  263   24288.11929524   24769.76877994
  264   24299.46480187   24779.65290417
  265   24401.30793929   24767.48364922
  266   24432.11148847   24762.14160750
  267   24221.28320765   24760.13335708
  268   24003.34699251   24779.97930646
  269   24276.73953042   24762.66360564
  270   24337.34079162   24763.48128114
  271   24229.10490003   24768.86939368
  272   24366.87576508   24766.10889211
  273   24355.10062616   24766.56020562
  274   24200.20984952   24779.47549065
  275   24402.76184961   24769.42341308
  276   24397.26269029   24765.89117453
  277   24270.89143507   24776.14152111
  278   24212.33777734   24772.62386152
  279   24383.80879835   24764.65705137
  280   24344.57312935   24766.46925960
