polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
24209        24966.461        25555.006       -1.882e-01
24210        24969.938        25558.723       -1.129e-01
24211        24970.426        25559.244       -1.906e-01
24212        24972.288        25561.235       -6.874e-01
24213        24966.461        25555.006       -1.882e-01
24214        24970.097        25558.893       -1.359e-01
24215        24970.447        25559.267       -1.946e-01
24216        24971.282        25560.160       -3.796e-01
24217        24966.530        25555.079       -1.761e-01
24218        24969.322        25558.064       -4.568e-02
24219        24968.854        25557.564       -1.787e-02
24220        24971.979        25560.905       -5.830e-01
24221        24966.408        25554.948       -1.981e-01
24222        24969.676        25558.443       -8.004e-02
24223        24968.854        25557.564       -1.787e-02
24224        24969.320        25558.062       -4.555e-02
24225        24965.343        25553.810       -4.473e-01
24226        24969.868        25558.648       -1.035e-01
24227        24968.909        25557.622       -2.007e-02
24228        24969.060        25557.784       -2.766e-02
24229        24965.343        25553.810       -4.473e-01
24230        24969.465        25558.217       -5.818e-02
24231        24968.493        25557.177       -1.005e-02
24232        24969.482        25558.235       -5.980e-02
24233        24966.767        25555.332       -1.374e-01
24234        24970.963        25559.819       -3.015e-01
24235        24968.527        25557.214       -1.028e-02
24236        24968.155        25556.816       -1.356e-02
24237        24965.841        25554.342       -3.179e-01
24238        24970.391        25559.208       -1.844e-01
24239        24969.570        25558.329       -6.856e-02
24240        24968.284        25556.954       -1.099e-02
24241        24963.768        25552.126       -1.006e+00
24242        24970.139        25558.938       -1.423e-01
24243        24969.056        25557.780       -2.743e-02
24244        24969.072        25557.797       -2.831e-02
24245        24962.290        25550.546       -1.736e+00
24246        24970.756        25559.598       -2.556e-01
24247        24969.238        25557.974       -3.921e-02
24248        24968.658        25557.354       -1.213e-02
24249        24964.159        25552.544       -8.461e-01
24250        24970.590        25559.420       -2.217e-01
24251        24969.148        25557.878       -3.297e-02
24252        24968.828        25557.535       -1.688e-02
24253        24963.992        25552.365       -9.127e-01
24254        24968.018        25556.670       -1.794e-02
24255        24969.162        25557.893       -3.394e-02
24256        24969.513        25558.268       -6.277e-02
24257        24965.752        25554.247       -3.393e-01
24258        24968.518        25557.205       -1.021e-02
24259        24970.208        25559.011       -1.531e-01
24260        24969.781        25558.555       -9.247e-02
24261        24966.359        25554.896       -2.072e-01
24262        24968.564        25557.254       -1.065e-02
24263        24970.286        25559.095       -1.661e-01
24264        24971.535        25560.430       -4.484e-01
24265        24967.799        25556.436       -2.852e-02
24266        24968.586        25557.277       -1.093e-02
24267        24970.286        25559.095       -1.661e-01
24268        24971.535        25560.430       -4.484e-01
24269        24968.293        25556.963       -1.087e-02
24270        24968.879        25557.591       -1.885e-02
24271        24969.904        25558.686       -1.082e-01
24272        24971.535        25560.430       -4.484e-01
24273        24969.634        25558.397       -7.532e-02
24274        24968.983        25557.701       -2.351e-02
24275        24970.014        25558.804       -1.235e-01
24276        24971.497        25560.390       -4.377e-01
24277        24967.835        25556.475       -2.646e-02
24278        24968.678        25557.376       -1.257e-02
24279        24970.849        25559.697       -2.758e-01
24280        24971.323        25560.204       -3.904e-01
24281        24966.698        25555.259       -1.481e-01
24282        24969.378        25558.124       -5.036e-02
24283        24971.074        25559.937       -3.276e-01
24284        24971.649        25560.552       -4.812e-01
24285        24966.698        25555.259       -1.481e-01
24286        24969.776        25558.550       -9.186e-02
24287        24970.924        25559.777       -2.925e-01
24288        24969.366        25558.111       -4.935e-02
24289        24965.548        25554.029       -3.913e-01
24290        24970.343        25559.156       -1.758e-01
24291        24971.724        25560.632       -5.034e-01
24292        24969.820        25558.596       -9.724e-02
24293        24965.110        25553.560       -5.158e-01
24294        24970.257        25559.064       -1.612e-01
24295        24971.947        25560.871       -5.728e-01
24296        24969.835        25558.613       -9.917e-02
24297        24965.143        25553.596       -5.058e-01
24298        24970.046        25558.839       -1.282e-01
24299        24969.052        25557.775       -2.718e-02
24300        24970.518        25559.343       -2.077e-01
24301        24963.180        25551.497       -1.273e+00
24302        24968.657        25557.353       -1.211e-02
24303        24968.761        25557.464       -1.470e-02
24304        24967.368        25555.975       -6.214e-02
24305        24963.180        25551.497       -1.273e+00
24306        24972.302        25561.250       -6.924e-01
24307        24968.742        25557.444       -1.415e-02
24308        24968.676        25557.374       -1.253e-02
24309        24963.890        25552.256       -9.547e-01
24310        24972.302        25561.250       -6.924e-01
24311        24967.078        25555.665       -9.427e-02
24312        24969.277        25558.016       -4.215e-02
24313        24963.890        25552.256       -9.547e-01
24314        24972.302        25561.250       -6.924e-01
24315        24966.966        25555.545       -1.089e-01
24316        24969.277        25558.016       -4.215e-02
24317        24963.890        25552.256       -9.547e-01
24318        24971.195        25560.067       -3.576e-01
24319        24967.967        25556.615       -2.002e-02
24320        24969.982        25558.770       -1.190e-01
24321        24963.890        25552.256       -9.547e-01
24322        24971.195        25560.067       -3.576e-01
24323        24967.337        25555.941       -6.525e-02
24324        24970.585        25559.414       -2.207e-01
24325        24964.807        25553.237       -6.119e-01
24326        24969.859        25558.638       -1.023e-01
24327        24966.424        25554.965       -1.951e-01
24328        24968.262        25556.931       -1.131e-02
24329        24964.617        25553.033       -6.768e-01
24330        24971.751        25560.661       -5.116e-01
24331        24965.762        25554.257       -3.370e-01
24332        24968.287        25556.958       -1.094e-02
24333        24964.617        25553.033       -6.768e-01
24334        24970.611        25559.442       -2.258e-01
24335        24965.762        25554.257       -3.370e-01
24336        24968.814        25557.521       -1.641e-02
24337        24963.104        25551.416       -1.309e+00
24338        24968.067        25556.722       -1.617e-02
24339        24965.208        25553.665       -4.864e-01
24340        24971.246        25560.121       -3.704e-01
